skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,increases,X uptake,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,,,minutes,circulatory,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,phosphate,,,,,,,,,"[3.0, 4.5]",units = mg/dL,minutes,,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,decreases,X uptake,phosphate,,,,,,,,,,,minutes,circulatory,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,,,,does ,X secretion,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,"[8.6, 10.2]",units = mg/dL,minutes-hours,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X conversion to Y,calcifediol,,,calcitriol,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,,,,"[15, 60]",units = pg/mL,minutes,,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,decreases,X conversion to Y,calcifediol,,,calcitriol,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,,,,,"calcifediol normal range [30, 60] ng/mL",minutes,circulatory,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,FGF23,,,decreases,X conversion to Y,calcifediol,,,calcitriol,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,,,,,"calcifediol normal range [30, 60] ng/mL",minutes,circulatory,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,osteocalcin is produced by osteoblasts and indicates increased bone turnover,cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,,,,does,X secretion,osteocalcin,,,,,,,,,"[9, 38]",units = ng/mL,minutes,,paracrine,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,collagen is produced by osteoblasts and indicates increased bone synthesis,cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,,,,does,X secretion,collagen,,,,,,,,,,,hours,,paracrine,,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,osteocalcin,,,increases,X synthesis,bone tissue,,,,,,,,,,,minutes,paracrine,systemic,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,testosterone,,,increases,X synthesis,bone tissue,,,,,,,,,,,minutes,circulatory,systemic,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,growth hormone,,,increases,X synthesis,bone tissue,,,,,,,,,,,minutes,circulatory,systemic,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,,,,,,,,,,,,,,,,,"mechanical loading acts directly on osteocytes, then through osteoblasts via sclerostin and RANKL",cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,mechanical loading,,,increases,X synthesis,bone tissue,,,,,,,,,,Use Wolff's law for a spatial model,minutes,circulatory,systemic,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone remodeling,GO:0046850,sclerostin production,,,,,,,,,,,,,,,,sclerostin is secreted by osteocytes and inhibits osteoblasts; antagonist of Wnt signaling,cell,bone,bone tissue,UBERON:0002481,osteocyte,osteocyte,CL:0000137,,,,does,X secretion,sclerostin,,,,,,,,,"[2.5, 4]",units = ng/mL,minutes,,paracrine,,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone remodeling,GO:0046850,sclerostin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteocyte,osteocyte,CL:0000137,mechanical loading,,,decreases,X secretion,sclerostin,,,,,,,,,,Use Wolff's law for a spatial model,minutes,systemic,paracrine,,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone remodeling,GO:0046850,sclerostin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteocyte,osteocyte,CL:0000137,sclerostin,,,decreases,X synthesis,bone tissue,,,,,,,,,,,minutes,paracrine,systemic,,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone remodeling,GO:0046850,sclerostin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,sclerostin,,,decreases,X synthesis,bone tissue,,,,,,,,,,,minutes,paracrine,systemic,,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,digestion and absorption,digestion,GO:0007586,micronutrient assimilation,vitamin transport,GO:0051180,mineral absorption,,,,,,,,,,,,,,,,Duodenal enterocytes absorb calcium transcellularly and paracellularly,cell,duodenum,duodenum,UBERON:0002114,enterocyte,enterocyte,CL:0000584,,,,does,X uptake,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,,TRPV6 transcellular route in the duodenum plus a paracellular route throughout; net absorption 20-40% of intake,hours-days,,intra-organ,serum ferritin,Ferritin [Mass/volume] in Serum or Plasma,LOINC:2276-4,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,serum zinc,,,hemoglobin,,,vitamin D signalling,,,hepcidin,,,gastric acid secretion,gastric acid secretion,GO:0001696,bone metabolism,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,"16, 22",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,digestion and absorption,digestion,GO:0007586,micronutrient assimilation,vitamin transport,GO:0051180,mineral absorption,,,,,,,,,,,,,,,,Active vitamin D increases intestinal calcium absorption,cell,duodenum,duodenum,UBERON:0002114,enterocyte,enterocyte,CL:0000584,calcitriol,,,increases,X uptake,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,,raises TRPV6 and calbindin expression; the dominant regulated variable in calcium balance,hours-days,circulatory,intra-organ,serum ferritin,Ferritin [Mass/volume] in Serum or Plasma,LOINC:2276-4,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,serum zinc,,,hemoglobin,,,vitamin D signalling,,,hepcidin,,,gastric acid secretion,gastric acid secretion,GO:0001696,bone metabolism,,,Yamada's Textbook of Gastroenterology,ISBN 9781119600206,"16, 22",,,,,,,,,,,,,,,,,,,,,,,
