Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,FunctionNotes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Signal/LABEL,Signal/ID,Effect,Behavior,Behavior X,Behavior X/LABEL,Behavior X/ID,Behavior Y,Behavior Y/LABEL,Behavior Y/ID,Behavior Z,Behavior Z/LABEL,Behavior Z/ID,X Target,QuantitativeNotes,TimeScale,SignalScale,EffectScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES,CDE/1,CDE/1/ID,CDE/2,CDE/2/ID,CDE/3,CDE/3/ID,CDE/4,CDE/4/ID,CDE/5,CDE/5/ID,CDE/6,CDE/6/ID,CDE/7,CDE/7/ID
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,calcitonin production,calcitonin secretion,GO:0036161,,,,,,,,,,,,,,calcitonin lowers serum calcium by inhibiting bone resorption,cell,thyroid follicle,thyroid follicle,UBERON:0005305,parafollicular C cells,parafollicular cell,CL:0000570,,,,does ,X secretion,calcitonin,,,,,,,,,,,minutes,,circulatory,plasma calcitonin,,LOINC:1992-7,,,,,,,,,,bone resorption,bone resorption,GO:0045453,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,"PTH increases calcium and decreases phosphate by promoting reabsorption in the kidney, increasing bone resorption, increasing vitamin D activation, and increasing calcium uptake from the small intestine",cell,parathyroid gland,parathyroid gland,UBERON:0001132,chief cells,chief cell of parathyroid gland,CL:0000446,,,,does ,X secretion,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,,,,,,,"[10, 65]",units = pg/mL,minutes,,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,parathyroid gland,parathyroid gland,UBERON:0001132,chief cells,chief cell of parathyroid gland,CL:0000446,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,decreases,X secretion,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,,,,,,,,,minutes,circulatory,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,,,,does,X uptake,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,"[8.6, 10.2]",units = mg/dL,minutes,,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,increases,X uptake,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,,,minutes,circulatory,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,phosphate,,,,,,,,,"[3.0, 4.5]",units = mg/dL,minutes,,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,decreases,X uptake,phosphate,,,,,,,,,,,minutes,circulatory,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,,,,does ,X secretion,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,"[8.6, 10.2]",units = mg/dL,minutes-hours,,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,increases,X secretion,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,,,minutes-hours,circulatory,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X conversion to Y,calcifediol,,,calcitriol,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,,,,"[15, 60]",units = pg/mL,minutes,,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,decreases,X conversion to Y,calcifediol,,,calcitriol,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,,,,,"calcifediol normal range [30, 60] ng/mL",minutes,circulatory,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,LOINC:62292-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,osteocalcin is produced by osteoblasts and indicates increased bone turnover,cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,,,,does,X secretion,osteocalcin,,,,,,,,,"[9, 38]",units = ng/mL,minutes,,paracrine,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoblast,osteoblast,CL:0000062,osteocalcin,Osteocalcin [Mass/volume] in Serum or Plasma,LOINC:2697-1,increases,X synthesis,bone tissue,,,,,,,,,,,minutes,paracrine,systemic,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,osteocalcin,Osteocalcin [Mass/volume] in Serum or Plasma,LOINC:2697-1,increases,X synthesis,bone tissue,,,,,,,,,,,minutes,paracrine,systemic,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone remodeling,GO:0046850,sclerostin production,,,,,,,,,,,,,,,,sclerostin is secreted by osteocytes and inhibits osteoblasts; antagonist of Wnt signaling,cell,bone,bone tissue,UBERON:0002481,osteocyte,osteocyte,CL:0000137,,,,does,X secretion,sclerostin,,,,,,,,,"[2.5, 4]",units = ng/mL,minutes,,paracrine,,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone remodeling,GO:0046850,sclerostin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteocyte,osteocyte,CL:0000137,sclerostin,,,decreases,X synthesis,bone tissue,,,,,,,,,,,minutes,paracrine,systemic,,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone remodeling,GO:0046850,sclerostin production,,,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,sclerostin,,,decreases,X synthesis,bone tissue,,,,,,,,,,,minutes,paracrine,systemic,,,,,,,,,,,,,bone remodeling,bone remodeling,GO:0046849,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,calcitonin production,calcitonin secretion,GO:0036161,,,,,,,,,,,,,,calcitonin lowers serum calcium by inhibiting bone resorption,cell,thyroid follicle,thyroid follicle,UBERON:0005305,parafollicular C cells,parafollicular cell,CL:0000570,,,,does ,X secretion,calcitonin,,,,,,,,,,,minutes,,circulatory,plasma calcitonin,,LOINC:1992-7,,,,,,,,,,bone resorption,bone resorption,GO:0045453,renal calcium handling,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,"PTH increases calcium and decreases phosphate by promoting reabsorption in the kidney, increasing bone resorption, increasing vitamin D activation, and increasing calcium uptake from the small intestine",cell,parathyroid gland,parathyroid gland,UBERON:0001132,chief cells,chief cell of parathyroid gland,CL:0000446,,,,does ,X secretion,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,,,,,,,"[10, 65]",units = pg/mL,minutes,,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,parathyroid gland,parathyroid gland,UBERON:0001132,chief cells,chief cell of parathyroid gland,CL:0000446,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,decreases,X secretion,parathyroid hormone,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,,,,,,,,,minutes,circulatory,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
skeletal system,skeletal system,UBERON:0001434,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,,,,does,X uptake,calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,"[8.6, 10.2]",units = mg/dL,minutes,,circulatory,plasma PTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,LOINC:2731-8,serum calcium,Calcium [Mass/volume] in Serum or Plasma,LOINC:17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,49,,,,,,,,,,,,,,,,,,,
